id,numday,numvisit,firstdt,lastdt,homepage,crime,localnews,colbball,sports,colfball,business,usnews,politics,entertain,state,weather,hssports,opinion,realestate,life
1910,1,1,2019-08-04,2019-08-04,5,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0
1911,31,39,2019-04-25,2019-06-10,2,7,391,5,102,0,3,1,1,0,0,0,0,3,0,10
1912,1,1,2019-08-18,2019-08-18,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
1913,1,1,2019-03-07,2019-03-07,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1914,1,1,2019-03-03,2019-03-03,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,1,1,2019-07-14,2019-07-14,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
1916,59,98,2019-02-22,2019-06-06,454,73,76,0,10,0,9,1,0,6,5,4,0,2,60,22
1917,4,4,2018-12-19,2019-02-06,3,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0
1918,1,1,2019-05-18,2019-05-18,20,0,0,0,4,0,0,0,0,2,0,0,0,0,0,3
1919,1,1,2019-02-25,2019-02-25,1,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0
1920,1,1,2019-01-30,2019-01-30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1921,1,2,2019-04-30,2019-04-30,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1922,1,1,2019-08-07,2019-08-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,1,1,2019-07-29,2019-07-29,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,1,1,2019-06-12,2019-06-12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1925,1,1,2019-04-11,2019-04-11,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,10,15,2019-06-03,2019-06-15,91,4,26,0,3,0,1,2,0,1,0,1,0,0,0,25
1927,1,1,2019-04-06,2019-04-06,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,4,4,2018-11-27,2018-12-08,7,6,19,0,3,0,3,1,0,1,1,1,0,3,0,0
1929,2,2,2019-06-02,2019-07-04,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,1,1,2019-05-05,2019-05-05,0,0,10,0,20,0,0,1,0,0,0,0,0,0,0,5
1931,1,1,2019-02-14,2019-02-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,1,1,2019-02-17,2019-02-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1933,2,2,2019-08-09,2019-08-12,11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
1934,5,5,2019-04-15,2019-05-18,22,5,36,0,0,0,0,1,0,0,2,0,0,19,0,9
1935,7,11,2019-08-22,2019-08-29,0,0,37,0,0,0,0,0,0,1,0,0,0,13,0,54
1936,2,2,2019-07-24,2019-08-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,2,2,2019-01-01,2019-01-03,0,0,6,0,0,2,0,0,0,0,1,0,0,2,0,0
1938,4,9,2019-01-12,2019-03-21,12,1,2,1,12,0,0,0,0,2,0,0,0,0,0,4
1939,80,101,2019-02-28,2019-08-30,1332,111,763,12,99,0,21,46,12,36,30,3,0,42,5,359
1940,8,13,2019-04-08,2019-05-20,78,7,304,3,55,0,2,1,0,0,0,0,0,5,0,15
1941,1,2,2019-02-06,2019-02-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,1,1,2019-08-26,2019-08-26,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1943,1,1,2019-02-26,2019-02-26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,24,32,2019-03-20,2019-08-22,453,25,245,0,6,0,13,6,4,6,5,3,0,8,1,66
1945,1,1,2019-06-23,2019-06-23,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
1946,1,2,2019-01-14,2019-01-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,4,4,2019-05-28,2019-08-28,22,0,25,0,3,0,9,0,0,1,0,0,0,0,0,14
1948,6,7,2019-08-17,2019-08-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
1949,4,5,2019-06-19,2019-06-22,10,1,23,0,0,0,0,0,0,4,0,0,0,5,0,29
1950,1,1,2019-08-22,2019-08-22,15,2,13,0,0,0,0,0,0,0,0,0,0,2,0,0
1951,1,1,2019-05-30,2019-05-30,23,2,7,1,4,0,0,1,0,0,0,0,0,0,0,0
1952,1,1,2019-02-09,2019-02-09,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0
1953,100,330,2018-11-29,2019-04-19,4600,324,1417,16,158,0,107,325,507,44,134,21,0,208,287,300
1954,1,2,2019-08-07,2019-08-07,8,1,33,0,0,0,0,3,5,0,0,0,0,0,0,0
1955,7,8,2018-11-29,2019-02-01,44,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,32,59,2018-11-14,2019-01-13,73,7,11,60,46,0,6,0,3,1,2,0,0,1,0,0
1957,30,44,2019-07-02,2019-08-26,87,11,53,3,27,0,2,0,0,0,2,19,0,4,0,11
1958,4,7,2019-03-28,2019-07-18,2,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0
1959,1,1,2019-02-01,2019-02-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0
1960,1,1,2019-02-16,2019-02-16,15,0,1,0,0,0,0,0,2,1,0,0,0,0,0,14
1961,1,2,2019-08-19,2019-08-19,11,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
1962,111,136,2018-12-22,2019-08-29,479,8,136,235,651,4,0,20,18,5,0,3,0,2,2,20
1963,15,15,2019-04-25,2019-07-28,91,14,73,2,9,0,7,0,0,0,0,18,0,0,0,22
1964,1,1,2019-06-10,2019-06-10,33,4,26,0,0,0,1,1,0,0,2,0,0,0,0,0
1965,1,1,2019-02-19,2019-02-19,4,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0
1966,1,1,2019-03-28,2019-03-28,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
1967,1,1,2019-07-18,2019-07-18,5,0,3,0,9,0,0,0,0,0,0,1,0,0,0,0
1968,1,1,2019-07-18,2019-07-18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,1,2019-04-20,2019-04-20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,7,20,2019-01-18,2019-01-29,56,0,13,0,0,0,0,0,1,2,0,1,0,1,33,0
1971,1,1,2019-08-16,2019-08-16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
1972,1,1,2019-03-03,2019-03-03,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1973,1,1,2019-06-03,2019-06-03,34,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,1,1,2019-03-14,2019-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,3,10,2019-08-28,2019-08-30,33,1,22,1,24,0,1,3,11,0,0,0,0,0,0,0
1976,1,1,2019-02-23,2019-02-23,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1977,1,2,2019-04-11,2019-04-11,11,0,10,0,0,0,0,0,2,1,0,0,0,0,0,6
1978,51,142,2019-02-28,2019-04-21,358,7,43,28,34,0,3,4,4,4,7,10,0,49,2,10
1979,36,42,2019-01-30,2019-05-22,601,26,48,12,139,0,0,1,3,5,3,2,0,0,0,15
1980,86,245,2018-12-24,2019-04-23,344,22,41,266,280,8,3,7,19,5,2,3,0,2,0,21
1981,259,559,2018-11-02,2019-08-31,5211,196,1541,257,2010,1,42,87,86,50,32,71,0,42,51,461
1982,2,2,2019-05-04,2019-05-07,14,12,0,0,0,0,0,0,0,1,0,0,0,0,0,9
1983,1,1,2019-07-07,2019-07-07,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,52,102,2019-02-25,2019-05-10,183,17,40,56,156,0,2,6,1,6,9,7,1,1,2,21
1985,34,36,2018-11-03,2019-07-07,60,51,56,0,5,0,2,10,4,1,2,5,0,0,0,3
1986,146,469,2019-03-04,2019-09-02,2586,610,1723,6,139,0,56,73,32,20,55,27,0,57,29,272
1987,24,34,2018-11-26,2019-04-15,25,7,80,2,7,0,11,4,8,1,3,2,0,1,0,65
1988,8,8,2019-01-05,2019-02-25,23,12,6,1,2,0,0,1,2,0,0,0,0,1,0,0
1989,65,364,2019-06-21,2019-08-24,7,213,612,11,120,0,60,17,2,3,16,24,0,24,7,181
1990,1,1,2019-03-16,2019-03-16,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1991,19,22,2019-03-24,2019-05-22,162,12,87,0,10,0,4,10,7,2,8,0,0,1,0,19
1992,1,1,2019-02-07,2019-02-07,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0
1993,1,1,2019-06-05,2019-06-05,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,2,2,2019-07-14,2019-07-15,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0
1995,55,62,2019-03-02,2019-09-02,149,7,40,47,319,0,4,5,0,6,3,1,0,5,1,19
1996,1,1,2019-07-31,2019-07-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,2,2,2019-07-04,2019-07-05,7,2,32,0,0,0,0,2,0,1,0,0,0,0,0,1
1998,1,1,2019-03-04,2019-03-04,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1999,1,1,2019-04-09,2019-04-09,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,3
2000,1,1,2019-07-25,2019-07-25,11,1,82,0,0,0,0,2,9,0,3,0,0,0,0,0
2001,22,31,2019-03-28,2019-08-22,0,0,2,2,159,0,0,0,0,0,0,0,0,0,0,0
2002,1,1,2019-08-21,2019-08-21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2003,1,1,2019-01-16,2019-01-16,10,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1
2004,16,27,2018-12-21,2019-08-08,159,7,19,0,2,0,0,0,0,17,2,11,0,1,0,35
2005,3,3,2019-05-21,2019-06-13,0,0,5,1,37,0,0,0,0,0,0,0,0,0,0,0
2006,1,1,2019-08-15,2019-08-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2007,1,1,2019-03-27,2019-03-27,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2008,1,1,2019-07-20,2019-07-20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2009,1,1,2019-07-16,2019-07-16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,1,2019-04-28,2019-04-28,12,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0
2011,56,70,2018-12-05,2019-08-21,475,54,144,4,4,0,7,1,1,3,4,0,0,0,3,11
2012,43,74,2018-11-08,2019-01-04,189,7,6,20,10,0,0,3,1,1,1,3,0,0,0,19
2013,1,1,2019-07-13,2019-07-13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,21,2019-08-17,2019-08-30,146,0,8,20,165,0,1,1,0,3,0,0,0,0,0,4
2015,1,3,2019-06-10,2019-06-10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,2,2019-08-31,2019-08-31,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2017,7,15,2019-02-21,2019-02-27,162,7,16,35,18,0,0,0,12,3,6,9,0,1,0,0
2018,5,6,2019-08-13,2019-08-23,4,0,3,0,0,0,0,2,1,0,0,0,0,0,0,3
2019,10,15,2019-02-26,2019-04-12,20,3,7,17,104,0,0,0,0,1,1,0,0,0,0,0
2020,3,3,2019-08-22,2019-08-25,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2021,33,149,2019-01-21,2019-03-02,521,54,97,1,3,0,4,30,64,1,12,18,0,1,63,2
2022,9,39,2019-08-24,2019-09-02,0,4,38,0,8,0,25,0,0,2,0,0,0,0,1,48
2023,1,1,2019-07-02,2019-07-02,25,0,5,0,28,0,7,0,0,0,0,0,0,0,0,18
2024,1,1,2019-07-19,2019-07-19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,2,4,2019-07-20,2019-07-21,26,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2026,143,349,2019-02-12,2019-08-30,0,1,161,0,245,0,0,0,0,0,0,0,0,0,2,192
2027,1,3,2019-04-09,2019-04-09,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0
2028,1,1,2019-06-14,2019-06-14,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2029,1,6,2019-08-30,2019-08-30,45,4,73,0,6,0,1,5,2,0,3,0,0,0,0,9
2030,1,1,2019-03-27,2019-03-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2031,59,147,2018-12-09,2019-02-11,759,25,77,59,66,1,5,6,2,11,7,6,0,5,37,35
2032,19,36,2019-06-11,2019-07-14,424,20,86,11,124,0,7,4,1,1,1,0,0,10,0,100
2033,87,672,2019-05-20,2019-08-29,970,354,9737,2,76,0,39,19,86,2,47,24,0,1724,30,146
2034,1,1,2019-01-17,2019-01-17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2035,1,1,2019-02-21,2019-02-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2036,82,106,2019-06-07,2019-08-31,690,53,287,2,40,0,13,5,4,4,7,5,0,6,6,76
2037,1,1,2019-06-24,2019-06-24,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2038,3,3,2019-05-13,2019-05-15,0,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0
2039,1,1,2019-04-04,2019-04-04,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2040,1,1,2019-05-22,2019-05-22,10,0,28,0,0,0,1,0,0,0,2,0,0,7,0,0
2041,1,1,2019-08-22,2019-08-22,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2042,1,1,2019-05-26,2019-05-26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,1,3,2019-08-16,2019-08-16,18,1,16,0,0,0,0,2,2,1,0,0,0,0,2,0
2044,11,12,2018-12-10,2019-01-14,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0
2045,13,28,2018-11-19,2018-12-02,174,9,11,32,76,2,0,8,29,2,10,4,0,2,0,2
2046,1,1,2019-05-22,2019-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,5,8,2019-02-07,2019-02-11,0,3,111,3,5,0,0,0,1,0,0,0,0,0,0,0
2048,1,1,2019-03-13,2019-03-13,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2049,1,1,2019-03-04,2019-03-04,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2050,16,19,2019-06-24,2019-08-28,25,2,133,2,11,0,1,0,0,0,0,0,0,2,0,11
2051,1,1,2019-07-31,2019-07-31,18,3,70,0,0,0,0,7,1,4,0,0,0,52,0,12
2052,1,1,2019-07-27,2019-07-27,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2053,12,26,2019-08-20,2019-08-31,297,0,3,3,79,0,1,0,2,1,0,0,0,0,0,6
2054,168,297,2018-11-24,2019-08-31,854,103,356,41,149,0,15,11,13,11,5,8,0,2,0,104
2055,157,397,2018-11-02,2019-08-05,565,48,360,118,1640,0,22,13,6,53,7,14,0,34,6,135
2056,1,1,2019-01-23,2019-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2057,1,1,2019-07-30,2019-07-30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
2058,1,1,2019-04-24,2019-04-24,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
2059,23,54,2018-12-11,2019-01-14,11,0,90,0,1,0,14,2,5,19,3,0,0,0,0,669
2060,70,143,2019-06-15,2019-08-31,1063,31,647,2,37,0,43,11,19,14,17,9,0,63,1,375
2061,1,1,2019-07-10,2019-07-10,13,1,8,0,4,0,1,0,0,0,0,0,0,0,0,0
2062,83,149,2018-11-01,2019-06-20,194,12,17,91,824,0,7,9,9,4,4,2,0,2,0,4
2063,1,1,2019-05-07,2019-05-07,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2064,284,413,2018-11-07,2019-08-31,21,7,1821,97,1079,0,1,4,3,10,0,1,0,5,0,11
2065,17,23,2019-04-14,2019-06-05,418,16,116,0,15,0,0,3,1,4,4,0,0,0,2,105
2066,34,103,2019-01-21,2019-07-30,311,93,126,2,29,0,18,12,6,10,13,9,0,1,2,54
2067,1,1,2019-03-24,2019-03-24,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2068,1,1,2019-03-30,2019-03-30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2069,1,1,2019-07-24,2019-07-24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2070,2,2,2019-04-26,2019-08-11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,24,61,2019-05-21,2019-07-19,973,33,162,33,585,0,11,4,0,4,0,8,0,3,2,107
2072,23,38,2019-03-28,2019-05-20,207,19,47,0,4,0,4,6,1,1,9,2,0,0,1,14
2073,1,1,2019-08-17,2019-08-17,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2074,15,37,2019-08-13,2019-08-31,278,10,280,4,82,0,1,7,0,7,2,3,0,0,0,168
2075,104,135,2018-12-20,2019-07-03,177,3,15,408,505,0,0,1,2,0,0,0,0,4,0,0
2076,23,26,2019-05-07,2019-07-21,102,41,91,0,4,0,1,4,0,2,8,13,0,0,0,37
2077,51,267,2019-05-30,2019-09-02,3752,94,2712,1,25,0,12,16,91,6,13,6,0,62,4,158
2078,1,1,2019-07-04,2019-07-04,9,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0
2079,1,1,2019-07-15,2019-07-15,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2,2,2019-06-21,2019-06-24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,1,1,2019-03-29,2019-03-29,11,3,19,1,3,0,1,0,0,0,0,1,0,0,0,0
2082,119,155,2019-01-15,2019-08-23,1270,28,192,45,172,0,7,2,3,15,3,20,0,2,43,288
2083,2,2,2018-12-09,2018-12-13,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2084,1,1,2019-02-09,2019-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,73,157,2019-01-01,2019-03-26,271,145,121,3,2,0,36,10,13,27,54,7,2,4,29,27
2086,1,2,2019-04-10,2019-04-10,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
2087,1,1,2019-06-08,2019-06-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,16,92,2019-04-29,2019-05-20,830,14,29,0,60,0,0,1,1,3,3,3,0,0,2,9
2089,1,1,2019-08-12,2019-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2090,1,1,2019-04-15,2019-04-15,10,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0
2091,1,1,2019-03-14,2019-03-14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2092,35,42,2019-01-27,2019-05-06,119,0,1,39,177,1,1,1,0,0,0,0,0,0,0,0
2093,122,144,2019-01-17,2019-08-28,557,39,116,168,723,0,1,7,6,4,9,8,0,1,0,23
2094,1,1,2019-04-21,2019-04-21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2095,3,11,2019-02-15,2019-02-17,0,4,42,0,11,0,0,0,0,0,0,0,0,0,0,0
2096,1,1,2019-04-25,2019-04-25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2097,1,1,2019-04-06,2019-04-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,21,68,2019-03-19,2019-04-08,149,15,48,11,55,0,2,3,3,3,4,1,0,2,1,21
2099,1,1,2019-03-08,2019-03-08,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2100,2,4,2019-08-22,2019-08-23,25,2,20,0,14,0,0,0,0,0,0,0,0,0,0,0
2101,1,1,2019-02-03,2019-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2102,1,1,2019-08-20,2019-08-20,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2103,2,2,2018-11-19,2018-11-25,0,14,5,0,0,0,0,0,0,0,2,0,0,0,0,0
2104,1,1,2019-07-31,2019-07-31,7,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0
2105,26,44,2019-04-25,2019-08-21,318,24,209,0,6,0,12,4,0,11,11,0,0,5,0,161
2106,1,1,2019-04-11,2019-04-11,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2107,10,20,2019-02-23,2019-03-05,70,10,16,52,20,0,2,2,2,0,3,2,0,1,0,0
2108,1,1,2019-05-29,2019-05-29,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2109,2,5,2019-08-28,2019-08-29,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
2110,20,35,2019-02-25,2019-03-22,0,0,0,87,156,0,0,0,1,0,0,0,0,0,0,0
2111,1,1,2019-08-29,2019-08-29,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,22,27,2019-03-13,2019-08-29,0,6,15,3,34,0,1,0,0,0,0,0,0,1,0,0
2113,1,4,2019-08-15,2019-08-15,42,6,24,0,0,0,0,0,0,3,2,0,0,0,0,6
2114,1,1,2019-03-09,2019-03-09,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2115,86,111,2018-11-13,2019-08-29,484,37,107,14,34,0,10,4,9,3,10,14,0,0,0,12
2116,5,5,2019-08-20,2019-08-30,0,7,9,0,0,0,8,0,0,0,0,0,0,0,0,7
2117,22,31,2019-03-29,2019-08-20,14,18,61,0,0,0,12,0,19,0,0,1,0,8,0,0
2118,35,39,2019-02-22,2019-04-17,191,9,21,3,1,0,1,0,1,2,1,0,0,0,0,2
2119,58,209,2019-05-22,2019-08-30,2444,146,737,0,132,0,24,7,4,13,16,4,0,18,39,676
2120,1,1,2019-03-20,2019-03-20,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2121,1,1,2019-05-29,2019-05-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,1,1,2019-08-17,2019-08-17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2123,1,1,2019-02-23,2019-02-23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,80,173,2019-05-28,2019-08-30,606,43,447,21,254,0,7,2,1,2,6,143,0,0,0,77
2125,1,1,2019-04-18,2019-04-18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,1,1,2019-08-26,2019-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,1,1,2019-06-22,2019-06-22,16,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,1,3,2019-01-02,2019-01-02,16,9,7,0,1,0,0,2,0,0,1,0,0,0,0,0
2129,1,1,2019-04-07,2019-04-07,2,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0
2130,1,1,2019-08-12,2019-08-12,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,1,1,2019-02-17,2019-02-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2132,82,85,2019-05-26,2019-08-31,2384,164,823,8,87,0,31,11,1,3,9,2,0,3,23,372
2133,1,1,2019-02-11,2019-02-11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2134,1,1,2019-08-26,2019-08-26,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2135,1,1,2019-07-27,2019-07-27,18,3,8,0,0,0,0,1,0,0,0,1,0,0,0,0
2136,7,7,2019-01-11,2019-01-31,23,98,1,0,0,0,0,1,1,0,0,0,0,0,0,0
2137,1,1,2019-08-02,2019-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2138,2,3,2019-03-22,2019-03-24,5,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0
2139,1,1,2019-08-09,2019-08-09,6,1,36,0,0,0,0,0,3,2,0,2,0,0,0,15
2140,102,404,2019-03-13,2019-08-29,1635,48,998,40,266,0,77,21,43,12,39,74,0,67,17,392
2141,64,100,2019-01-30,2019-08-05,813,16,81,9,66,0,26,3,4,4,0,11,0,2,2,30
2142,10,12,2019-05-29,2019-08-31,0,2,31,0,0,0,1,0,0,0,0,0,0,0,0,13
2143,1,1,2019-02-23,2019-02-23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,4,12,2019-04-15,2019-04-18,44,3,21,1,13,0,1,1,0,2,3,0,0,0,0,8
2145,1,1,2019-06-26,2019-06-26,11,1,4,0,0,0,1,0,0,0,0,0,0,0,0,15
2146,1,1,2019-06-11,2019-06-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2,3,2019-05-16,2019-05-17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,221,670,2019-01-16,2019-08-31,3775,785,1516,97,683,1,139,148,114,108,152,156,3,328,35,439
2149,1,1,2019-06-09,2019-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2150,18,82,2018-12-29,2019-01-15,166,3,3,30,24,1,0,0,0,1,0,0,0,2,0,1
2151,1,1,2019-06-12,2019-06-12,6,10,6,0,0,0,0,0,0,1,0,0,0,0,0,1
2152,1,1,2019-04-11,2019-04-11,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,1,1,2019-07-28,2019-07-28,9,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0
2154,2,8,2019-07-11,2019-07-12,44,7,122,0,0,0,1,3,14,0,0,0,0,73,0,0
2155,8,10,2019-05-25,2019-08-22,135,3,10,0,169,0,1,0,0,0,0,0,0,0,0,0
2156,1,1,2019-07-10,2019-07-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,102,222,2018-12-27,2019-05-17,19,210,417,231,404,4,75,15,43,20,54,54,1,8,0,76
2158,3,4,2019-02-01,2019-02-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,3,8,2019-03-20,2019-03-22,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0
2160,1,1,2019-08-30,2019-08-30,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2161,1,1,2019-03-03,2019-03-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,15,29,2019-07-28,2019-08-18,64,7,10,0,0,0,0,2,0,0,0,0,0,0,0,2
2163,1,1,2019-05-13,2019-05-13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2164,1,1,2019-02-16,2019-02-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2165,1,1,2019-04-27,2019-04-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2166,2,2,2019-01-09,2019-01-10,0,1,30,0,0,0,0,0,0,0,0,1,0,0,0,0
2167,1,1,2019-05-27,2019-05-27,23,1,27,0,0,0,0,0,0,0,2,0,0,0,0,3
2168,41,68,2019-04-29,2019-08-29,702,37,249,0,9,0,10,8,15,11,18,9,0,22,2,47
2169,1,1,2019-04-26,2019-04-26,15,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0
2170,1,1,2019-05-01,2019-05-01,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,34,44,2019-05-14,2019-07-26,34,1,4,45,260,0,0,0,0,0,0,0,0,4,0,0
