hhid,ACCOUNT_TYPE,billmonth,contractdt,churn,LINE_COUNT,TOTAL_REV_AMT_MAR07,TOTAL_REV_AMT_APR07,TOTAL_REV_AMT_MAY07,TOTAL_REV_AMT_JUN07,TOTAL_REV_AMT_JUL07,TOTAL_REV_AMT_AUG07,TOTAL_REV_AMT_SEP07,TOTAL_REV_AMT_OCT07,TOTAL_REV_AMT_NOV07,TOTAL_REV_AMT_DEC07,TOTAL_REV_AMT_JAN08,TOTAL_REV_AMT_FEB08,TOTAL_REV_AMT_MAR08,TOTAL_REV_AMT_APR08,TOTAL_REV_AMT_MAY08,t2
256119327,I,Apr 08,11/16/2006,0,1,40,40,40,40,40,46.899993896,40,40,61,40,41.5,40,40,34.989990234,29.989990234,17
54548382,I,Apr 08,11/18/2006,0,3,15,15,15,15,15,15,15,15,16,15.199996948,15,15,15,15,15,17
187534814,I,Oct 07,11/18/2006,1,2,66.539978027,69.239990234,65.939941406,0.2999999523,0,0,105.5,65.939941406,,,,,,,63.399993896,11
188812243,I,May 08,11/18/2006,0,3,71.619995117,90.689941406,55.939971924,60.439971924,93.239990234,55.939971924,57.639984131,162.62988281,58.939971924,56.339996338,55.939971924,72.289978027,60.439971924,57.639984131,55.939971924,18
189712853,I,Nov 07,11/18/2006,0,3,55.449981689,25,33.529998779,30.949996948,62.009979248,30.949996948,32.449981689,61.069976807,59.469970703,26.659988403,26.659988403,26.659988403,26.659988403,26.659988403,54,12
217791071,I,Jul 07,11/17/2006,0,1,40.949981689,40.949981689,40.949981689,40.949981689,83.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,39.989990234,8
54924475,I,Apr 08,11/19/2006,0,5,35.949981689,40.449981689,55.849975586,70.699951172,50.119995117,47.119995117,69.449951172,34.949981689,31.949996948,31.949996948,31.949996948,33.449981689,36.449981689,34.949981689,36.449981689,17
131155944,I,Sep 07,11/20/2006,0,5,15.949996948,53.899993896,67.549987793,39.75,36.75,36.75,38.25,36.75,123.05999756,4.8299980164,,,148.11999512,47.489990234,44.489990234,10
224561050,B,May 08,11/20/2006,0,3,36.819976807,36.819976807,39.969970703,36.819976807,36.66998291,37.429992676,36.869995117,39.699981689,39.769989014,48.769989014,36.66998291,47.069976807,37.66998291,89.719970703,41.059997559,18
54510591,I,Mar 08,11/22/2006,1,0,104.44995117,101.14996338,104.84997559,101.44995117,102.34997559,102.04998779,174.5,103.59997559,91.799987793,119.09997559,121.89996338,117.48999023,81.649963379,59.049987793,113.47998047,16
118532338,I,Sep 07,11/22/2006,0,4,20,20,20,42.5,20,31.109985352,35.189971924,28.439987183,28.439987183,28.439987183,28.439987183,28.439987183,28.439987183,28.439987183,28.439987183,10
131159983,I,Nov 07,11/22/2006,0,3,67.319946289,52.569976807,47.569976807,120.88995361,68.179992676,47.569976807,1078.9697266,63.319976807,47.569976807,47.569976807,45.079986572,66.66998291,39.769989014,39.519989014,39.269989014,12
219113883,I,Jun 07,11/22/2006,1,0,60.889984131,97.689941406,64.689941406,,,,,,,,,,,,,7
219114229,I,May 08,,1,0,29.989990234,29.989990234,140.34997559,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,59.989990234,
224632491,I,Sep 07,01/22/2007,1,0,39.989990234,39.989990234,39.989990234,39.989990234,41.129974365,145.25,,,,,,,,,,8
54931765,I,Oct 07,11/24/2006,0,2,35.139984131,35.389984131,35.539978027,35.139984131,36.789978027,35.389984131,35.589996338,35.389984131,35.389984131,35.989990234,38.439971924,34.989990234,35.189971924,51.549987793,35.789978027,11
219245627,I,Jul 07,11/24/2006,0,2,183.52990723,122.89996338,40.239990234,38.289978027,147.79992676,214.93994141,302.97998047,44.989990234,39.989990234,39.989990234,98.66998291,160.23999023,140.93994141,239.23999023,89.269958496,8
219119175,I,Jun 07,01/05/2007,0,3,88.479980469,48.229980469,48.729980469,49.729980469,48.229980469,48.479980469,54.969970703,95.179992676,49.979980469,49.729980469,48.229980469,49.729980469,53.229980469,50.229980469,50.229980469,5
224564243,I,Aug 07,11/24/2006,0,2,44.989990234,44.989990234,44.989990234,44.989990234,44.989990234,67.069946289,44.989990234,67.319946289,32.739990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,9
128086450,I,FEB 08,11/26/2006,1,0,45.899993896,45.899993896,45.899993896,45.899993896,45.899993896,45.899993896,51.899993896,69.599975586,69.579956055,51.849975586,51.849975586,,,,159.95996094,15
218993588,I,Apr 08,11/27/2006,1,1,37.989990234,102.31994629,41.589996338,1.5,0,0,77.779968262,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,,,17
219125800,I,Oct 07,11/27/2006,0,1,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,29.989990234,11
254911443,I,May 08,11/27/2006,1,0,40.939971924,172.26989746,40.939971924,40.939971924,42.439971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,43.91998291,40.939971924,40.939971924,,18
125019612,B,Nov 07,11/28/2006,0,5,26.659988403,26.659988403,63.449981689,28.159988403,28.159988403,26.659988403,,220.66992188,32,33.489990234,32,32,32,35.039978027,33.489990234,12
219127508,I,Jun 07,11/28/2006,1,0,34.989990234,34.989990234,223.14990234,,,,,78.25,88.00994873,72.679992676,73.679992676,75.929992676,77.729980469,139.35998535,74.429992676,7
130288240,I,Sep 07,09/01/2007,0,3,15,15,15,15,15,15,15,15,15,15,15,15,16,30.399993896,15,0
131177028,I,Sep 07,11/29/2006,1,0,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,0,,,,143.61999512,52.929992676,46.179992676,47.679992676,46.929992676,46.429992676,10
219115483,I,FEB 08,12/12/2006,1,0,78.389953613,80.539978027,85.739990234,112.73999023,193.52990723,225.26989746,96.789978027,96.789978027,108.78997803,96.789978027,96.789978027,,,,,14
219129993,B,Jul 07,11/29/2006,0,5,79.399963379,94.149963379,1415.8691406,50.549987793,43.5,64.469970703,43.349975586,44.149993896,81.91998291,40.469970703,40.519989014,48.319976807,45.959991455,54.969970703,84.939941406,8
219134973,I,Sep 07,,1,1,30,30,30,30,30,30,0,,,,,,,,,
243892896,I,Jun 07,11/29/2006,0,2,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,45.949981689,63.869995117,43.949981689,43.949981689,71.729980469,43.949981689,43.949981689,53.349975586,7
256019219,I,May 08,05/15/2008,1,1,87.549987793,90.25,86.5,87.099975586,86.649963379,259.57983398,89.849975586,165.86999512,103.79998779,59.949981689,62.099975586,63.25,107.92999268,64.599975586,,0
189987717,I,Oct 07,11/30/2006,1,0,29.989990234,31.319992065,29.989990234,29.989990234,29.989990234,105.97998047,29.989990234,166.68994141,,,,,,,,11
219139540,I,Nov 07,11/30/2006,1,0,30,30,30,30,30,30,30,30,,,,,,,,12
219139591,I,Nov 07,03/01/2007,0,2,30,30,30,30,30,30,30,30,30,30,30,30,30,60,30,8
128364878,I,Nov 07,12/01/2006,0,3,39.399993896,34.899993896,46.649993896,49.039978027,64.319946289,102.27996826,80.939941406,85.929992676,79,47.729980469,48.719970703,54.829986572,67.479980469,140.05993652,64.179992676,11
218988059,I,May 08,11/30/2006,0,3,38.75,45.699981689,49,112.52996826,47.109985352,50.859985352,41.899993896,150.61999512,109.80999756,58.239990234,74.939941406,70.939941406,41.939971924,41.939971924,63.409973145,18
219146121,I,Nov 07,02/10/2007,1,0,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,,,,,,,,9
224574511,I,Dec 07,12/02/2006,0,3,45.839996338,40.889984131,88.439941406,55.839996338,45.889984131,45.889984131,45.889984131,45.889984131,45.889984131,45.889984131,45.889984131,45.889984131,42.91998291,42.589996338,42.589996338,12
189997825,I,Apr 08,12/03/2006,0,1,80.58996582,76.83996582,69.83996582,183.83996582,104.83996582,125.70996094,69.83996582,70.83996582,91.409973145,58.639984131,82.389953613,207.86999512,161.05993652,93.33996582,168.59997559,16
254916310,I,Dec 07,12/03/2006,0,1,601.07958984,131.37988281,61.889984131,60.039978027,60.789978027,65.289978027,57.489990234,116.75,70.489990234,70.289978027,77.689941406,79.689941406,72.889953613,71.289978027,73.289978027,12
54945193,I,Aug 07,12/04/2006,1,0,43.859985352,43.859985352,43.859985352,43.859985352,43.859985352,48.059997559,,,,,,,,,,8
131189973,I,FEB 08,12/04/2006,1,0,75.639953613,75.889953613,86.139953613,78.139953613,75.639953613,75.639953613,75.889953613,74.889953613,75.389953613,75.639953613,74.889953613,,,,40.789978027,14
219630259,I,FEB 08,01/25/2007,0,2,33.279998779,33.279998779,63.269989014,26.659988403,26.659988403,42,30,30,40.609985352,39.949981689,39.949981689,30,30,30,30,13
219139880,I,Aug 07,,1,3,20,20,20,20,20,20,,,,,,,,,,
219153911,I,Aug 07,,1,0,29.989990234,129.95996094,29.989990234,29.989990234,29.989990234,29.989990234,,,,,,,,,,
219136205,I,May 08,04/14/2007,0,3,23.329986572,30.869995117,29.279998779,29.279998779,61.709991455,29.279998779,37.119995117,59.269989014,32.609985352,93.699951172,35.949981689,35.949981689,35.949981689,403.09985352,73.729980469,13
190007104,I,Aug 07,12/06/2006,0,1,120.78997803,112.23999023,93.139953613,78.389953613,80.819946289,187.0098877,0,,,,,,,,,8
217366620,I,Jun 07,12/06/2006,1,1,137.66992188,183.92993164,98.619995117,37.41998291,77.549987793,74.25994873,32.139984131,41.819976807,31.939987183,33.539978027,40.929992676,232.44995117,38.41998291,78.979980469,81.739990234,6
219025322,I,Mar 08,12/06/2006,0,5,46,38.219970703,31.899993896,26.949996948,52.869995117,41.849975586,46.529998779,86.819946289,43.429992676,32.519989014,45.139984131,61.699981689,162.01989746,59.139984131,36.739990234,15
247507069,I,Nov 07,12/06/2006,0,2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,11
131197444,I,FEB 08,12/07/2006,1,0,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,,,,,14
131198648,I,Dec 07,12/07/2006,1,0,22.5,22.5,22.5,71.5,22.5,22.5,22.5,22.5,22.5,,,,,,,12
219158921,B,Sep 07,12/07/2006,1,0,151.90991211,363.58984375,267.05981445,59.299987793,49.989990234,49.989990234,49.989990234,,,,,45.299987793,59.069976807,106.89996338,,9
219162851,B,Apr 08,12/07/2006,0,6,29.519989014,44.229980469,26.669998169,26.669998169,26.669998169,26.669998169,26.669998169,28.169998169,26.669998169,51.339996338,27.5,33.099975586,92.099975586,158.57995605,25,16
254918382,B,Aug 07,12/07/2006,0,2,39.989990234,39.989990234,39.989990234,69.399963379,57.319976807,103.62994385,66.649963379,39.989990234,40.389984131,42.589996338,40.389984131,42.339996338,39.989990234,41.189971924,61.159973145,8
131201041,I,Mar 08,11/30/2007,0,3,171.7199707,48.439971924,53.079986572,48.589996338,49.439971924,33.329986572,33.329986572,41.229980469,35.029998779,74.849975586,140.03991699,60.959991455,51.399993896,55.699981689,61.699981689,4
224577925,I,Aug 07,12/08/2006,0,2,141.56994629,50.899993896,50.899993896,50.899993896,50.899993896,50.899993896,50.899993896,50.899993896,70.219970703,50.899993896,50.899993896,50.899993896,50.899993896,56.099975586,52.399993896,8
247943666,I,Oct 07,12/08/2006,1,0,40.949981689,40.949981689,40.949981689,40.949981689,41.25,40.949981689,96.379943848,41.149993896,,,,,,,,10
219142429,I,Oct 07,01/20/2007,0,2,35,35,35,35,35,35,35,35,35,35,35,35,35,70,35,9
224572333,I,Oct 07,12/11/2006,0,4,78.899963379,73.149963379,66,88.5,46,46,47,46,46,46.5,46,46,48,46,46,10
131211634,I,May 08,12/12/2006,0,1,71.889953613,71.889953613,71.889953613,71.889953613,71.889953613,74.489990234,72.489990234,72.08996582,71.889953613,72.08996582,72.08996582,71.889953613,72.08996582,143.77990723,72.489990234,17
188959675,I,FEB 08,12/12/2006,0,3,45.989990234,58.379974365,40.439971924,42.989990234,39.989990234,39.989990234,95.849975586,41.489990234,48.519989014,53.489990234,39.989990234,119.28997803,81.049987793,222.93994141,60.889984131,14
190024704,B,JAN 08,12/12/2006,0,1,35.409973145,83.329956055,43.329986572,35.319976807,124.02996826,29.989990234,60.709991455,29.989990234,29.989990234,29.989990234,29.989990234,143.16992188,0,,,13
224579658,I,JAN 08,12/12/2006,1,0,94.83996582,143.08996582,147.47998047,143.79992676,165.97998047,137.58996582,232.78991699,138.44995117,137.60998535,77.619995117,,,65.25994873,55.939971924,83.489990234,13
252726339,I,Nov 07,12/13/2006,0,5,37.349975586,39.449981689,50.699981689,127,576.22998047,61.049987793,310.16992188,46.699981689,130.87988281,40.739990234,48.739990234,0,0,,,11
44854799,I,Nov 07,05/23/2007,1,3,43.449981689,71.83996582,48.449981689,75.449951172,46.949981689,45.709991455,57.629974365,250.29992676,,38.379974365,165.38989258,39.739990234,56.289978027,40.489990234,30.239990234,6
188301819,I,Nov 07,12/14/2006,0,4,54.939971924,58.989990234,58.989990234,52.389984131,52.239990234,50.789978027,49.989990234,50.589996338,50.189971924,50.789978027,51.189971924,50.389984131,49.989990234,50.189971924,50.589996338,11
130668252,I,Apr 08,12/15/2006,0,3,33.329986572,33.329986572,38.279998779,49.829986572,51.949981689,38.279998779,38.279998779,88.879943848,63.879974365,38.279998779,46.409973145,39.979980469,39.979980469,79.959960938,39.979980469,16
224590349,I,Jul 07,12/15/2006,0,2,65.889953613,18.049987793,310.79980469,66.33996582,158.27990723,65.889953613,65.889953613,0,,,169.5,18,159.06994629,20.75,143.93994141,7
54964604,I,Jul 07,12/16/2006,0,1,57.089996338,45.989990234,225.38989258,69.83996582,0,,,96.979980469,100.22998047,,,,,,,7
188069815,I,Mar 08,12/16/2006,1,0,20,20,20,20,20,32,21.599990845,22.399993896,29.199996948,20,22.799987793,23.599990845,,,,15
188413178,I,Sep 07,12/16/2006,0,1,18.319992065,18.319992065,18.469985962,19.819992065,18.319992065,18.319992065,49.309997559,29.989990234,29.989990234,30.38999939,29.989990234,29.989990234,29.989990234,30.38999939,47.979980469,9
141302068,I,Apr 08,12/17/2006,0,3,59.069976807,59.069976807,59.069976807,57.569976807,63.779998779,57.569976807,59.069976807,57.569976807,57.569976807,58.259979248,57.569976807,57.569976807,57.569976807,57.569976807,57.569976807,16
190044370,I,Jul 07,12/18/2006,1,0,54.939971924,54.939971924,68.559997559,239.88989258,,,,97.389953613,89.109985352,97.459960938,113.29998779,92.579956055,100.43994141,84.929992676,84.929992676,7
190046073,I,FEB 08,12/18/2006,1,0,35.939971924,35.939971924,35.939971924,35.939971924,35.939971924,35.939971924,57.5,35.939971924,46.729980469,35.939971924,35.939971924,35.939971924,,,,14
131227474,I,FEB 08,12/19/2006,0,2,120.00994873,104.67999268,60.899993896,60.899993896,109.25,55.899993896,55.899993896,55.899993896,55.899993896,57.5,51.429992676,51.179992676,55.929992676,51.429992676,11.669998169,14
129285832,I,Jul 07,12/06/2006,0,5,125.52996826,35.25,34.349975586,36.449981689,60.149993896,40.849975586,33.849975586,32.149993896,78.049987793,39.929992676,37.439971924,35.939971924,41.939971924,35.939971924,37.439971924,7
219195541,I,FEB 08,12/20/2006,0,1,70.889953613,118.88995361,102.47998047,68.239990234,148.93994141,205.79992676,66.679992676,60.889984131,60.889984131,109.48999023,73.489990234,197.69995117,60.889984131,76.75994873,60.889984131,14
54971835,I,Dec 07,12/21/2006,0,2,35.289978027,35.289978027,35.739990234,36.939971924,35.589996338,35.189971924,41.659973145,39.939971924,39.939971924,39.939971924,39.939971924,39.939971924,41.439971924,41.439971924,39.939971924,12
131560960,I,Jul 07,05/02/2007,0,2,19.949996948,19.949996948,124.48999023,58.609985352,56.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,55.899993896,2
131238661,I,Oct 07,12/21/2006,0,2,35,72.329956055,128.31994629,35,35,38,35,35,35,60.679992676,35,56.009979248,35,70,36.5,10
190002868,I,Oct 07,12/21/2006,0,4,88.539978027,67.08996582,67.289978027,261.28979492,114.61999512,66.08996582,67.189941406,78.739990234,67.58996582,125.69995117,173.37988281,74.58996582,70.029968262,67.939941406,71.289978027,10
219079882,I,Jun 07,12/21/2006,0,3,71.449951172,53.25,76.649963379,121.91998291,206.07995605,106.68994141,72.059997559,,,67.119995117,59.269989014,51.299987793,51.299987793,51.299987793,51.799987793,6
219197869,I,Aug 07,12/21/2006,1,0,159.40991211,208.81994629,140.73999023,142.31994629,183.02990723,79.599975586,83.599975586,123.58996582,74.399963379,111.59997559,67.699951172,65.599975586,67,74.399963379,68.799987793,8
131216771,I,Nov 07,12/22/2006,0,2,116.40997314,8.5799942017,111.93994141,54.949981689,69.149963379,150.83996582,168.51989746,61.699981689,58.989990234,,,,,,,11
131241769,B,May 08,02/09/2007,0,4,71.449951172,33.609985352,32.949981689,32.349975586,30.699996948,29.949996948,32.949981689,31.349990845,31.75,49.649993896,54.25,57.949981689,60.739990234,27.489990234,28.239990234,15
131241990,I,Aug 07,12/22/2006,0,2,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,42.439971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,8
251473708,I,Jul 07,12/13/2006,0,3,47.569976807,52.969970703,61.069976807,49.069976807,47.569976807,49.069976807,108.65997314,80.319946289,102.60998535,96.019958496,87.719970703,66.939941406,72.969970703,64.019958496,62.769989014,7
253004355,I,Sep 07,12/22/2006,0,5,22,22,22,22,22,31.589996338,22,53.319976807,22,22,28.789993286,25.989990234,57.849975586,25.989990234,25.989990234,9
54975595,I,Mar 08,12/23/2006,0,2,34.989990234,34.989990234,35.139984131,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,34.989990234,69.979980469,15
97335239,I,Jul 07,12/23/2006,0,4,27.5,29,27.5,32.5,30,30,30,30,31.5,30,30,30,31.5,44.199981689,30,7
131245608,I,Aug 07,12/23/2006,1,0,277.85986328,226.20996094,105.83996582,129.20996094,103.58996582,244.83996582,,,,,,,,,99.619995117,8
188556642,I,Aug 07,12/23/2006,0,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,32.5,8
189611277,I,Mar 08,12/23/2006,0,1,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,66.889953613,93.5,104.83996582,91.83996582,91.83996582,15
190068485,I,Sep 07,12/23/2006,1,0,75.939941406,35.939971924,40.149993896,35.949981689,35.949981689,35.949981689,,,,49.009979248,73.189941406,49.939971924,49.939971924,61.439971924,70.939941406,9
217790349,I,Mar 08,12/23/2006,0,1,66.219970703,62.619995117,119.92999268,8.9499969482,179.80993652,117.38995361,93.599975586,100.53997803,66.949951172,184.61999512,191.0098877,66.949951172,66.949951172,165.48999023,0,15
219187710,I,Dec 07,12/23/2006,0,3,64.149963379,74.349975586,71.799987793,65.58996582,186.61999512,81.359985352,80.789978027,455.58984375,83.849975586,102.00994873,193.75,60.889984131,62.139984131,229.33996582,52.41998291,12
129080076,I,May 08,12/10/2006,1,3,48.5,111.15997314,58.769989014,48.509979248,15.159996033,26.759994507,0,0,,0,0,0,0,0,0,17
131219614,I,Aug 07,12/15/2006,0,4,31.699996948,239.64990234,31.399993896,57.759979248,32.449981689,32.449981689,32.449981689,32.449981689,32.449981689,32.449981689,37.479980469,32.489990234,32.489990234,32.489990234,38.489990234,8
190070667,I,Jun 07,12/24/2006,1,0,65.489990234,104.0199585,72.829956055,,,,,,,,,,59.609985352,45.949981689,45.949981689,6
170285983,I,FEB 08,12/01/2006,1,0,119.97998047,59.889984131,48.279998779,48.279998779,48.279998779,48.279998779,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,,,,,14
188076869,I,May 08,12/26/2006,0,2,24.949996948,24.949996948,24.949996948,24.949996948,24.949996948,24.949996948,26.449996948,26.329986572,54.619995117,35.299987793,24.949996948,24.949996948,24.949996948,24.949996948,24.949996948,17
188479863,I,FEB 08,12/26/2006,1,0,50.949981689,57.949981689,57.949981689,57.949981689,57.949981689,57.949981689,57.949981689,57.949981689,57.949981689,57.949981689,57.949981689,88.519958496,,,,14
190912262,I,FEB 08,12/26/2006,0,1,118.9699707,146.16992188,72.33996582,72.33996582,70.83996582,105.45996094,70.83996582,76.83996582,141.31994629,73.83996582,76.83996582,73.83996582,70.83996582,91.939941406,105.48999023,14
256024439,I,Apr 08,12/26/2006,1,0,22.5,22.649993896,22.5,24.299987793,32.399993896,34.899993896,28.13999939,27.449996948,27.449996948,27.449996948,27.449996948,39.349975586,27.449996948,,,16
190051671,I,Oct 07,12/27/2006,0,2,212.36999512,79.989990234,62.569976807,69.079956055,49.939971924,92.149963379,67.889953613,49.939971924,49.939971924,49.939971924,55.939971924,49.939971924,51.439971924,49.939971924,49.939971924,10
129400156,B,JAN 08,12/28/2006,0,7,34.569976807,34.569976807,34.569976807,42.319976807,34.569976807,34.569976807,34.769989014,66.069946289,34.569976807,34.569976807,34.569976807,34.569976807,34.569976807,69.139953613,34.969970703,13
54985311,I,Jul 07,12/29/2006,0,4,32.449981689,32.449981689,32.449981689,32.449981689,32.449981689,32.449981689,32.449981689,27.5,37.41998291,33.449981689,33.449981689,33.449981689,33.449981689,43.099975586,38.439971924,7
256108014,I,Jul 07,12/29/2006,1,1,37.399993896,139.40991211,226.65991211,132.58996582,183.93994141,80.33996582,82,48.189971924,58.939971924,71.309997559,230.45996094,45.939971924,0,,,7
54822472,I,JAN 08,12/30/2006,0,3,56.349975586,41.729980469,39.949981689,39.949981689,85.119995117,39.949981689,121.42999268,39.949981689,39.969970703,33.309997559,36.25,68.869995117,79.58996582,39.979980469,7.5,13
190089569,I,Jul 07,12/30/2006,0,3,37.109985352,56.109985352,37.859985352,50.409973145,55.309997559,75.059997559,83.109985352,60.309997559,186.90991211,67.309997559,60.109985352,58.359985352,63.859985352,105.10998535,59.609985352,7
219220503,I,Jun 07,12/30/2006,0,2,50.899993896,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,40.949981689,6
249587789,I,Mar 08,12/31/2006,1,0,66.849975586,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,51.899993896,,,,15
254134206,I,JAN 08,12/30/2006,1,0,66.389953613,120.29998779,62.349975586,46.899993896,46.899993896,51.849975586,43.399993896,47.899993896,52.899993896,507.29980469,,,,107.58996582,,13
224453972,I,Mar 08,01/03/2007,0,2,52.949981689,67.949951172,51.449981689,51.449981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,49.949981689,53.629974365,44.979980469,46.479980469,60.239990234,14
219119175,I,Jun 07,01/04/2007,0,3,98.50994873,56.729980469,54.729980469,56.219970703,54.729980469,54.729980469,113.22998047,79.679992676,60.229980469,59.729980469,58.229980469,60.929992676,64.229980469,62.729980469,61.229980469,5
219228196,I,JAN 08,01/04/2007,0,1,106.47998047,45.989990234,60.599975586,41.489990234,39.989990234,4.5,74.809997559,41.479980469,39.989990234,46.659973145,39.989990234,39.989990234,156.11999512,54.629974365,77.719970703,12
217415823,I,Jul 07,01/05/2007,1,0,49.949981689,49.949981689,49.949981689,82.949951172,190.7199707,,,,,,,,,,,6
219228484,I,FEB 08,01/05/2007,1,0,43.949981689,43.949981689,38,38,38,152.41992188,38,39.5,69.989990234,53.119995117,45.449981689,54.809997559,,,,13
254656549,I,Nov 07,01/06/2007,1,0,41.199981689,46.899993896,50.149993896,40.299987793,104.63995361,41.469970703,5,0,,,,,,,,10
131285890,I,FEB 08,01/10/2007,0,2,61.939971924,64.939941406,61.939971924,61.939971924,61.939971924,61.939971924,61.939971924,61.939971924,,61.939971924,61.939971924,61.939971924,61.939971924,61.939971924,61.939971924,13
187405469,I,Sep 07,01/10/2007,0,1,40,40,40.149993896,114.80999756,41.799987793,40,128.2598877,55.139984131,95.609985352,54.939971924,55.189971924,65.929992676,56.439971924,54.939971924,54.939971924,8
218928307,I,Jun 07,01/10/2007,0,2,63.91998291,55.66998291,46.049987793,84.299987793,80.909973145,83.949951172,72.149963379,72.349975586,73.549987793,63,91,52,52.199981689,52,52,5
224206853,I,JAN 08,01/03/2007,1,4,36.75,36,36,36,36,36,36,36,36,36,,,,,,12
130907198,I,FEB 08,01/14/2007,1,1,45.949981689,45.949981689,52.449981689,46.449981689,45.949981689,73.459960938,45.949981689,67.459960938,188.9699707,67.349975586,25.599990845,,,,88.709960938,13
190140361,I,Dec 07,01/17/2007,0,3,81.599975586,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,40.939971924,41.489990234,32.609985352,32.609985352,45.609985352,33.759979248,33.359985352,11
256136871,I,Aug 07,01/17/2007,0,3,23.439987183,23.439987183,27.189987183,23.739990234,24.769989014,0,41.989990234,20.949996948,21.349990845,20.949996948,23.549987793,24.519989014,42.719970703,53.219970703,37.159973145,7
55004563,I,Oct 07,01/18/2007,0,2,57.359985352,44.939971924,46.439971924,37.989990234,37.989990234,39.489990234,43.989990234,36.489990234,66.199951172,49.939971924,56.679992676,44.959991455,44.959991455,49.459991455,95.91998291,9
53406288,I,Mar 08,01/19/2007,0,4,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,26.799987793,32.829986572,31,31,14
55012591,I,Jun 07,01/19/2007,0,2,35,35,35,68.319946289,35,107.02996826,35,35.199981689,46.759979248,35,35,35,35,41.849975586,39.949981689,5
224629384,I,FEB 08,01/19/2007,0,2,47.939971924,45.939971924,46.629974365,45.939971924,123.2699585,47.149993896,212.56994629,46.599975586,32.609985352,80.58996582,67.709960938,39.269989014,79.929992676,50.929992676,50.929992676,13
224630561,I,Apr 08,01/20/2007,1,0,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,33.329986572,28.449996948,26.669998169,26.669998169,,15
131308267,I,Jul 07,01/22/2007,0,1,357.76977539,110.73999023,196.82995605,131.94995117,99.189941406,134.13989258,115.97998047,161.51989746,111.83996582,160.52990723,187.22998047,275.75,80.889953613,94.989990234,80.889953613,6
131312997,I,Mar 08,01/24/2007,0,2,52.889984131,112.41998291,84.479980469,105.62994385,58.639984131,60.639984131,71.389953613,74.889953613,69.139953613,103.30999756,66.83996582,92.33996582,109.81994629,6,109.33996582,14
131313750,B,Apr 08,01/24/2007,0,4,101.5,93.479980469,168.37988281,123.37994385,32.899993896,30.099990845,29.899993896,78.229980469,52.66998291,148.75,25.599990845,27.939987183,25.879989624,25.759994507,25.199996948,15
187595943,I,Nov 07,01/26/2007,1,1,33.949981689,41.129974365,22.5,22.5,22.5,22.5,22.5,22.5,22.5,,,,,,,10
224637998,I,Dec 07,01/26/2007,0,1,183.72998047,129.11999512,66.019958496,89.33996582,110.33996582,81.549987793,76.889953613,76.389953613,74.139953613,80.639953613,74.139953613,72.389953613,73.889953613,,,11
249971187,I,Sep 07,01/28/2007,0,2,30,42,23.329986572,23.329986572,23.329986572,23.329986572,42,30,30,30,30,30,30,60,30,8
131275182,I,Sep 07,01/29/2007,0,2,64.33996582,52.699981689,117.87994385,76.189941406,75.33996582,55.889984131,57.389984131,58.889984131,138.16992188,56.359985352,192.41992188,101.34997559,65.359985352,96.849975586,68.359985352,8
